"message","label_model","correct_label","measure"
"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.","0","0","TN"
"Buy one egg for me da..please:)","0","0","TN"
"Have you started in skye","0","0","TN"
"Have you bookedthe hut? And also your time off? How are you by the way?","0","0","TN"
"And several to you sir.","0","0","TN"
"U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.","0","0","TN"
"I'm at home. Please call","1","0","FP"
"My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...","0","0","TN"
"Now only i reached home. . . I am very tired now. . I will come tomorro","0","0","TN"
"FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP","1","1","TP"
"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription","1","1","TP"
"Life style garments account no please.","0","0","TN"
"Lol wtf random. Btw is that your lunch break","0","0","TN"
"Sez, hows u & de arab boy? Hope u r all good give my love 2 evry1 love ya eshxxxxxxxxxxx","0","0","TN"
"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe","0","0","TN"
"Detroit. The home of snow. Enjoy it.","0","0","TN"
"Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!","1","1","TP"
"Okie...","0","0","TN"
"Aight, I'm chillin in a friend's room so text me when you're on the way","0","0","TN"
"Is toshiba portege m100 gd?","0","0","TN"
"Well welp is sort of a semiobscure internet thing","0","0","TN"
"Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones","1","1","TP"
"accordingly. I repeat, just text the word ok on your mobile phone and send","1","1","TP"
"Loosu go to hospital. De dont let it careless.","0","0","TN"
"How much for an eighth?","0","0","TN"
"Omg Joanna is freaking me out. She's looked thru all my friends to find photos of me. And then she's asking about stuff on my MySpace which I haven't even logged on in like a year. :/","0","0","TN"
"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.","0","0","TN"
"Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...","0","0","TN"
"How about clothes, jewelry, and trips?","0","0","TN"
"Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just å£5 by replying GET BBDELUXE and take the challenge","1","1","TP"
"Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!","0","0","TN"
"important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!","1","1","TP"
"I am late. I will be there at","0","0","TN"
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.","0","0","TN"
"Are you plans with your family set in stone ?","0","0","TN"
"Pls dont forget to study","0","0","TN"
"You'll never believe this but i have actually got off at taunton. Wow","0","0","TN"
"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat... ","0","0","TN"
"She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy","0","0","TN"
" &lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla","0","0","TN"
"The greatest test of courage on earth is to bear defeat without losing heart....gn tc","0","0","TN"
"SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630","0","0","TN"
"Hey so whats the plan this sat? ","0","0","TN"
"Beauty sleep can help ur pimples too.","0","0","TN"
"Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today","0","0","TN"
"Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468","1","1","TP"
"Where to get those?","0","0","TN"
"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.","0","0","TN"
"Ball is moving a lot.will spin in last :)so very difficult to bat:)","0","0","TN"
"Haiyoh... Maybe your hamster was jealous of million","0","0","TN"
"Can you please send me my aunty's number","0","0","TN"
"I'm glad. You are following your dreams.","0","0","TN"
"I've reached home finally...","0","0","TN"
"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !","1","1","TP"
"WINNER!! As a valued network customer you have been selected to receivea å£900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.","1","1","TP"
"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)","0","0","TN"
"U can call now...","1","0","FP"
"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.","0","0","TN"
"Yes. I come to nyc for audiitions and am trying to relocate.","0","0","TN"
"I pocked you up there before","0","0","TN"
"Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing","0","0","TN"
"I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-)","0","0","TN"
"Hey mr whats the name of that bill brison book the one about language and words ","0","0","TN"
"Okay, good, no problem, and thanx!","0","0","TN"
"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.","0","0","TN"
"Call me when u're done...","0","0","TN"
"G.W.R","0","0","TN"
"You best watch what you say cause I get drunk as a motherfucker","0","0","TN"
"Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA","1","1","TP"
"HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com","1","1","TP"
"Please CALL 08712402578 immediately as there is an urgent message waiting for you","1","1","TP"
"thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???","1","1","TP"
"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins","1","1","TP"
"Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL","0","0","TN"
"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.","0","0","TN"
"Are there TA jobs available? Let me know please cos i really need to start working","0","0","TN"
"Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.","1","0","FP"
"Yup i'm free...","0","0","TN"
"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?","0","0","TN"
"Yo come over carlos will be here soon","0","0","TN"
"Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.","0","0","TN"
"I guess it is useless calling u 4 something important.","0","0","TN"
"Ha ha - had popped down to the loo when you hello-ed me. Hello!","0","0","TN"
"He dint tell anything. He is angry on me that why you told to abi.","0","0","TN"
"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU","1","1","TP"
"It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.","0","0","TN"
"I keep ten rs in my shelf:) buy two egg.","0","0","TN"
"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?","0","0","TN"
"Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.","0","0","TN"
"Captain is in our room:)","0","0","TN"
"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.","1","0","FP"
"HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN ","0","0","TN"
"S...i will take mokka players only:)","0","0","TN"
"Are you still playing with gautham?","0","0","TN"
"Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish ","0","0","TN"
"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;","0","0","TN"
"Sorry . I will be able to get to you. See you in the morning.","0","0","TN"
"Aight well keep me informed","0","0","TN"
"I am not having her number sir","0","0","TN"
"Am only searching for good dual sim mobile pa.","0","0","TN"
"That seems unnecessarily hostile","0","0","TN"
"Dude got a haircut. Now its breezy up there","0","0","TN"
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm","1","1","TP"
"1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)","0","0","TN"
"i thought we were doing a king of the hill thing there.","0","0","TN"
"Nope i'll come online now..","0","0","TN"
"ALSO TELL HIM I SAID HAPPY BIRTHDAY","0","0","TN"
"Y bishan lei... I tot Ì_ say lavender? ","0","0","TN"
"Boo what time u get out? U were supposed to take me shopping today. :(","0","0","TN"
"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?","0","0","TN"
"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min","0","0","TN"
"on a Tuesday night r u 4 real","0","0","TN"
"Yes when is the appt again?","0","0","TN"
"Just got outta class gonna go gym.","0","0","TN"
"I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts","0","0","TN"
"ÌÏ all write or wat..","0","0","TN"
"Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!","0","0","TN"
"Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?","0","0","TN"
"Hi:)did you asked to waheeda fathima about leave?","0","0","TN"
"Enjoy urself tmr...","0","0","TN"
"You still around? I could use a half-8th","0","0","TN"
"U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597","1","1","TP"
"You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days","0","0","TN"
"ÌÏ bot notes oredi... Cos i juz rem i got...","0","0","TN"
"Yes. Rent is very expensive so its the way we save.","0","0","TN"
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng","0","0","TN"
"Hows the pain dear?y r u smiling?","0","0","TN"
"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits","0","0","TN"
"important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!","1","1","TP"
"Sorry, I can't help you on this.","0","0","TN"
"Great. So should i send you my account number.","0","0","TN"
"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ","0","0","TN"
"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p","1","1","TP"
"ÌÏ only send me the contents page...","0","0","TN"
"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! ","0","0","TN"
"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8""","0","0","TN"
"I can't right this second, gotta hit people up first","0","0","TN"
"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)","0","0","TN"
"So what about you. What do you remember","0","0","TN"
"Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.","0","0","TN"
"Mm yes dear look how i am hugging you both. :-P","0","0","TN"
"I like dis sweater fr mango but no more my size already so irritating.","0","0","TN"
"1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible","0","0","TN"
"Anytime lor...","0","0","TN"
"Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM","1","1","TP"
"Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng","0","0","TN"
"Ur balance is now å£600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!","1","1","TP"
"Me fine..absolutly fine","0","0","TN"
"K and you're sure I don't have to have consent forms to do it :V","0","0","TN"
"Ur TONEXS subscription has been renewed and you have been charged å£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*","1","1","TP"
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy","1","1","TP"
"How much is torch in 9ja.","0","0","TN"
"Doing nothing, then u not having dinner w us?","0","0","TN"
"How are you. Just checking up on you","0","0","TN"
"Done it but internet connection v slow and can‰Û÷t send it. Will try again later or first thing tomo.","0","0","TN"
"Mathews or tait or edwards or anderson","0","0","TN"
"yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke","0","0","TN"
"No need lar i go engin? Cos my sis at arts today...","0","0","TN"
"Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!","0","0","TN"
"Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705","1","1","TP"
", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, ","0","0","TN"
"S.i'm watching it in live..","0","0","TN"
"see you then, we're all christmassy here!","0","0","TN"
"K I'm ready,  &lt;#&gt; ?","0","0","TN"
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!","0","0","TN"
"The greatest test of courage on earth is to bear defeat without losing heart....gn tc","0","0","TN"
"what are your new years plans?","0","0","TN"
"RECPT 1/3. You have ordered a Ringtone. Your order is being processed...","0","1","FN"
"Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!","0","0","TN"
"Only just got this message, not ignoring you. Yes, i was. Shopping that is","0","0","TN"
"Dear :-/ why you mood off. I cant drive so i brother to drive","0","0","TN"
"When did dad get back.","0","0","TN"
"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.","0","0","TN"
"Yes just finished watching days of our lives. I love it.","0","0","TN"
"Juz go google n search 4 qet...","0","0","TN"
"Many times we lose our best ones bcoz we are ","0","0","TN"
"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8","0","0","TN"
"Just getting back home","0","0","TN"
"Sorry, I'll call later  &lt;#&gt; mins","0","0","TN"
"Dun need to use dial up juz open da browser n surf...","0","0","TN"
"As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP","1","1","TP"
"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit","0","0","TN"
"Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.","0","0","TN"
"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\""""","1","1","TP"
"You also didnt get na hi hi hi hi hi","0","0","TN"
"Ya but it cant display internal subs so i gotta extract them","0","0","TN"
"If i said anything wrong sorry de:-)","0","0","TN"
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.","0","0","TN"
"How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.","0","0","TN"
"Yeah I should be able to, I'll text you when I'm ready to meet up","0","0","TN"
"V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night","0","0","TN"
" says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !","0","0","TN"
"When you get free, call me","1","0","FP"
"How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already ‰Û_","0","0","TN"
"Ok i msg u b4 i leave my house.","0","0","TN"
"Still at west coast... Haiz... ÌÏ'll take forever to come back...","0","0","TN"
"MMM ... Fuck .... Merry Christmas to me","0","0","TN"
"alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...","0","0","TN"
"Update your face book status frequently :)","0","0","TN"
"Just now saw your message.it k da:)","0","0","TN"
"Was it something u ate?","0","0","TN"
"So what did the bank say about the money?","0","0","TN"
"Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...","0","0","TN"
"Hey they r not watching movie tonight so i'll prob b home early...","0","0","TN"
"Yar lor... How u noe? U used dat route too?","0","0","TN"
"2mro i am not coming to gym machan. Goodnight.","0","0","TN"
"Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks","0","0","TN"
"Can u look 4 me in da lib i got stuff havent finish yet.","0","0","TN"
"Sounds great! Im going to sleep now. Have a good night!","0","0","TN"
"Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324","1","1","TP"
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?","0","0","TN"
"How come u got nothing to do?","0","0","TN"
"Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love","0","0","TN"
"i want to grasp your pretty booty :)","0","0","TN"
"I've got it down to a tea. not sure which flavour","0","0","TN"
"I'm going 2 orchard now laready me reaching soon. U reaching?","0","0","TN"
"Dear i am not denying your words please","0","0","TN"
"You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm","0","0","TN"
"COME BACK TO TAMPA FFFFUUUUUUU","0","0","TN"
"2 celebrate my båÕday, y else?","0","0","TN"
"Merry christmas to u too annie!","0","0","TN"
"Please tell me you have some of that special stock you were talking about","0","0","TN"
"I sent them. Do you like?","0","0","TN"
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ","1","1","TP"
"Awesome, be there in a minute","0","0","TN"
"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.""","0","0","TN"
"I've told you everything will stop. Just dont let her get dehydrated.","0","0","TN"
"Or I guess  &lt;#&gt;  min","0","0","TN"
"I'm home. Ard wat time will u reach?","0","0","TN"
"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person","0","0","TN"
"If you want to mapquest it or something look up \usf dogwood drive\""","0","0","TN"
"Aight should I just plan to come up later tonight?","0","0","TN"
"Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...","0","0","TN"
"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123""","1","1","TP"
"This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.","0","0","TN"
"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.","0","0","TN"
"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?","0","0","TN"
"He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.","0","0","TN"
"Ranjith cal drpd Deeraj and deepak 5min hold","0","0","TN"
"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\""""","0","0","TN"
"Hey u still at the gym?","0","0","TN"
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,","0","0","TN"
"Much better now thanks lol","0","0","TN"
"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.","0","0","TN"
"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester","1","0","FP"
"Wa... U so efficient... Gee... Thanx...","0","0","TN"
"3. You have received your mobile content. Enjoy","0","1","FN"
"S but not able to sleep.","0","0","TN"
"Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min","0","1","FN"
"We will meet soon princess! Ttyl!","0","0","TN"
"I'll pick you up at about 5.15pm to go to taunton if you still want to come.","0","0","TN"
"Oh :-)only 4 outside players allowed to play know","0","0","TN"
"I anything lor.","0","0","TN"
"Erutupalam thandiyachu","0","0","TN"
"Y cant u try new invention to fly..i'm not joking.,","0","0","TN"
"No..its ful of song lyrics..","0","0","TN"
"What do u reckon as need 2 arrange transport if u can't do it, thanks","0","0","TN"
"True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.","0","0","TN"
"Shopping? Eh ger i toking abt syd leh...Haha","0","0","TN"
"What not under standing.","0","0","TN"
"have * good weekend.","0","0","TN"
"Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.","1","0","FP"
"Call me when you get the chance plz &lt;3","1","0","FP"
"The new deus ex game comin early next yr","0","0","TN"
"My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7","0","0","TN"
"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!","0","0","TN"
"Probably a couple hours tops","0","0","TN"
"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!","0","0","TN"
"Man this bus is so so so slow. I think you're gonna get there before me","0","0","TN"
"Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.","0","0","TN"
"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade","0","0","TN"
"Ok","0","0","TN"
"Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£1,50/Mtmsgrcvd18+","1","1","TP"
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE","1","1","TP"
"Nvm take ur time.","0","0","TN"
"So wat's da decision?","0","0","TN"
"Wot is u up 2 then bitch?","0","0","TN"
"Stupid.its not possible","0","0","TN"
"She told to hr that he want posting in chennai:)because i'm working here:)","0","0","TN"
"Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a","0","1","FN"
"When are you guys leaving?","0","0","TN"
"He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. ÌÏ got a lot of work ar?","0","0","TN"
"Not able to do anything.","0","0","TN"
"ÌÏ takin linear algebra today?","0","0","TN"
"This weekend is fine (an excuse not to do too much decorating)","0","0","TN"
"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*","0","0","TN"
"Now project pa. After that only i can come.","0","0","TN"
"Money i have won wining number 946 wot do i do next","0","1","FN"
"Sure, whenever you show the fuck up &gt;:(","0","0","TN"
"That was random saw my old roomate on campus. He graduated","0","0","TN"
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm","1","1","TP"
"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....","0","0","TN"
"That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?","0","0","TN"
"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho","0","0","TN"
"What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not","0","0","TN"
"Hi good mornin.. Thanku wish u d same..","0","0","TN"
"DO U WANT 2 MEET UP 2MORRO","0","0","TN"
"Actually I decided I was too hungry so I haven't left yet :V","0","0","TN"
"I've sent Ì_ my part..","0","0","TN"
"Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.","0","0","TN"
"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec å£1.50ea. OTBox 731 LA1 7WS. )","1","1","TP"
"Understand. his loss is my gain :) so do you work? School?","0","0","TN"
"HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx","0","0","TN"
"Hiya, probably coming home * weekend after next","0","0","TN"
"Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.","0","0","TN"
"I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.","0","0","TN"
"Ok both our days. So what are you making for dinner tonite? Am I invited?","0","0","TN"
"Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070","1","1","TP"
"I have no money 4 steve mate! !","0","0","TN"
"IM LATE TELLMISS IM ON MY WAY","0","0","TN"
"Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:","0","0","TN"
"Normally i use to drink more water daily:)","0","0","TN"
"Dare i ask... Any luck with sorting out the car?","0","0","TN"
"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more","0","0","TN"
"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).","0","0","TN"
"Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?","0","0","TN"
"FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv","1","1","TP"
"I've been trying to reach him without success","0","0","TN"
"when you and derek done with class?","0","0","TN"
"Never y lei... I v lazy... Got wat? Dat day Ì_ send me da url cant work one...","0","0","TN"
"Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL","0","0","TN"
"Hey mate. Spoke to the mag people. We‰Û÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ","0","0","TN"
"Hope you are having a good week. Just checking in","0","0","TN"
"Haha, my friend tyler literally just asked if you could get him a dubsack","0","0","TN"
